createdAt,amount,originRate
2015-03-21T00:45:50.383Z,1.00,1.00
2015-03-21T00:44:48.997Z,0.00382592,261.37500
2015-03-21T00:44:38.562Z,1.00,1.00
2015-03-21T00:43:29.222Z,1.00,1.00
2015-03-21T00:38:11.717Z,1.00,1.00
2015-03-21T00:37:33.493Z,1.00,1.00
2015-03-21T00:36:09.556Z,1.00,1.00
2015-03-21T00:36:00.477Z,0.00382797,261.23500
2015-03-21T00:35:57.092Z,1.00,1.00
2015-03-21T00:34:07.445Z,0.00382753,261.26500
2015-03-21T00:33:14.131Z,0.00382731,261.28000
2015-03-21T00:31:22.652Z,0.00382541,261.41000
2015-03-21T00:31:04.639Z,1.00,1.00
2015-03-21T00:29:14.332Z,1.00,1.00
2015-03-21T00:28:43.900Z,0.0038268,261.31500
2015-03-21T00:27:56.439Z,0.00382534,261.41500
2015-03-21T00:27:18.749Z,1.00,1.00
2015-03-21T00:26:19.253Z,1.00,1.00
2015-03-21T00:24:51.207Z,1.00,1.00
2015-03-21T00:23:37.716Z,0.0038257,261.39000
2015-03-21T00:20:32.227Z,1.00,1.00
2015-03-21T00:20:01.492Z,0.00382534,261.41500
2015-03-21T00:16:17.300Z,1.00,1.00
2015-03-21T00:15:32.373Z,1.00,1.00
2015-03-21T00:05:04.753Z,0.00382438,261.48000
2015-03-21T00:04:27.311Z,0.00382431,261.48500
2015-03-21T00:02:29.295Z,0.00382468,261.46000
2015-03-21T00:01:20.063Z,1.00,1.00
2015-03-21T00:00:29.705Z,1.00,1.00
2015-03-20T23:59:41.840Z,0.00381971,261.80000
2015-03-20T23:57:20.027Z,0.00381869,261.87000
2015-03-20T23:55:07.419Z,0.0038157,262.07500
2015-03-20T23:54:31.670Z,1.00,1.00
2015-03-20T23:51:26.294Z,0.00381774,261.93500
2015-03-20T23:44:20.692Z,1.00,1.00
2015-03-20T23:44:17.197Z,1.00,1.00
2015-03-20T23:43:46.637Z,0.00381432,262.17000
2015-03-20T23:39:10.799Z,1.00,1.00
2015-03-20T23:36:31.379Z,1.00,1.00
2015-03-20T23:35:31.905Z,1.00,1.00
2015-03-20T23:34:35.586Z,0.00380952,262.50000
2015-03-20T23:33:52.267Z,1.00,1.00
2015-03-20T23:30:45.543Z,1.00,1.00
2015-03-20T23:30:36.827Z,0.00381665,262.01000
2015-03-20T23:29:53.019Z,1.00,1.00
2015-03-20T23:28:04.198Z,0.00381752,261.95000
2015-03-20T23:26:48.350Z,1.00,1.00
2015-03-20T23:26:29.478Z,1.00,1.00
2015-03-20T23:24:53.475Z,0.0038165,262.02000
2015-03-20T23:24:30.737Z,1.00,1.00
2015-03-20T23:24:17.768Z,1.00,1.00
2015-03-20T23:24:05.302Z,1.00,1.00
2015-03-20T23:23:12.272Z,1.00,1.00
2015-03-20T23:20:33.088Z,1.00,1.00
2015-03-20T23:17:43.665Z,1.00,1.00
2015-03-20T23:17:07.934Z,1.00,1.00
2015-03-20T23:16:28.237Z,1.00,1.00
2015-03-20T23:13:19.651Z,1.00,1.00
2015-03-20T23:09:10.410Z,1.00,1.00
2015-03-20T23:03:06.828Z,1.00,1.00
2015-03-20T23:01:31.127Z,0.00381279,262.27500
2015-03-20T23:00:52.132Z,1.00,1.00
2015-03-20T23:00:28.458Z,1.00,1.00
2015-03-20T22:59:14.134Z,1.00,1.00
2015-03-20T22:55:18.550Z,1.00,1.00
2015-03-20T22:55:15.314Z,1.00,1.00
2015-03-20T22:54:21.758Z,1.00,1.00
2015-03-20T22:54:17.822Z,1.00,1.00
2015-03-20T22:52:30.763Z,1.00,1.00
2015-03-20T22:50:54.042Z,1.00,1.00
2015-03-20T22:47:16.229Z,1.00,1.00
2015-03-20T22:46:46.077Z,0.00381221,262.31500
2015-03-20T22:42:50.383Z,1.00,1.00
2015-03-20T22:40:35.603Z,0.00380938,262.51000
2015-03-20T22:40:30.009Z,0.00380938,262.51000
2015-03-20T22:40:26.235Z,0.00380938,262.51000
2015-03-20T22:40:22.285Z,0.00380938,262.51000
2015-03-20T22:38:24.977Z,1.00,1.00
2015-03-20T22:34:34.018Z,1.00,1.00
2015-03-20T22:32:36.281Z,1.00,1.00
2015-03-20T22:32:32.253Z,0.00380749,262.64000
2015-03-20T22:30:55.333Z,1.00,1.00
2015-03-20T22:30:51.641Z,0.00380757,262.63500
2015-03-20T22:30:48.252Z,0.00380757,262.63500
2015-03-20T22:30:44.492Z,0.00380757,262.63500
2015-03-20T22:30:40.519Z,0.00380757,262.63500
2015-03-20T22:27:14.350Z,0.00381185,262.34000
2015-03-20T22:27:10.609Z,1.00,1.00
2015-03-20T22:26:43.602Z,0.00381185,262.34000
2015-03-20T22:24:25.842Z,1.00,1.00
2015-03-20T22:23:52.760Z,1.00,1.00
2015-03-20T22:23:16.512Z,1.00,1.00
2015-03-20T22:23:13.320Z,1.00,1.00
2015-03-20T22:20:53.588Z,1.00,1.00
2015-03-20T22:19:40.677Z,0.00380373,262.90000
2015-03-20T22:19:37.311Z,0.00380373,262.90000
2015-03-20T22:19:33.945Z,0.00380373,262.90000
2015-03-20T22:19:30.138Z,0.00380373,262.90000
2015-03-20T22:16:03.407Z,1.00,1.00
2015-03-20T22:12:37.754Z,1.00,1.00
2015-03-20T22:12:30.297Z,0.0038051,262.80500
2015-03-20T22:12:26.916Z,0.0038051,262.80500
2015-03-20T22:12:22.796Z,0.0038051,262.80500
2015-03-20T22:12:18.753Z,0.00380387,262.89000
2015-03-20T22:08:20.197Z,1.00,1.00
2015-03-20T22:04:55.074Z,0.00380619,262.73000
2015-03-20T22:04:39.351Z,0.00380619,262.73000
2015-03-20T22:04:23.663Z,0.00380619,262.73000
2015-03-20T22:04:12.380Z,0.00380641,262.71500
2015-03-20T22:01:51.114Z,1.00,1.00
2015-03-20T21:59:00.799Z,1.00,1.00
2015-03-20T21:58:45.824Z,1.00,1.00
2015-03-20T21:56:15.668Z,0.0038072,262.66000
2015-03-20T21:54:50.313Z,0.00380713,262.66500
2015-03-20T21:53:37.361Z,0.00380713,262.66500
2015-03-20T21:53:27.164Z,1.00,1.00
2015-03-20T21:53:23.319Z,0.00380713,262.66500
2015-03-20T21:52:53.745Z,0.00380706,262.67000
2015-03-20T21:52:39.221Z,0.0038067,262.69500
2015-03-20T21:48:25.155Z,1.00,1.00
2015-03-20T21:45:07.899Z,1.00,1.00
2015-03-20T21:41:57.255Z,0.00380822,262.59000
2015-03-20T21:40:06.799Z,1.00,1.00
2015-03-20T21:35:40.461Z,1.00,1.00
2015-03-20T21:35:20.681Z,1.00,1.00
2015-03-20T21:34:50.877Z,1.00,1.00
2015-03-20T21:34:08.252Z,0.00381308,262.25500
2015-03-20T21:33:34.826Z,0.00381301,262.26000
2015-03-20T21:33:18.680Z,0.00381301,262.26000
2015-03-20T21:32:53.356Z,0.0038117,262.35000
2015-03-20T21:32:16.101Z,1.00,1.00
2015-03-20T21:28:28.246Z,2200.00,1.00
2015-03-20T21:28:04.846Z,1.00,1.00
2015-03-20T21:27:26.390Z,1.00,1.00
2015-03-20T21:23:13.531Z,0.00382117,261.70000
2015-03-20T21:20:51.137Z,1.00,1.00
2015-03-20T21:17:07.139Z,1.00,1.00
2015-03-20T21:06:13.868Z,1.00,1.00
2015-03-20T21:05:58.556Z,1.00,1.00
2015-03-20T21:04:51.758Z,0.00382307,261.57000
2015-03-20T21:04:24.342Z,0.00382446,261.47500
2015-03-20T21:04:20.719Z,0.00382446,261.47500
2015-03-20T21:03:29.278Z,1.00,1.00
2015-03-20T21:01:56.966Z,0.00381614,262.04500
2015-03-20T20:59:28.709Z,0.00381607,262.05000
2015-03-20T20:56:51.449Z,1.00,1.00
2015-03-20T20:56:36.171Z,0.00381548,262.09000
2015-03-20T20:56:03.671Z,0.00381541,262.09500
2015-03-20T20:55:47.484Z,0.00381512,262.11500
2015-03-20T20:55:23.482Z,0.00381519,262.11000
2015-03-20T20:52:00.781Z,1.00,1.00
2015-03-20T20:50:55.756Z,0.0038125,262.29500
2015-03-20T20:50:24.062Z,0.00381214,262.32000
2015-03-20T20:49:57.509Z,0.00381185,262.34000
2015-03-20T20:48:56.826Z,0.00381185,262.34000
2015-03-20T20:48:47.965Z,15.06,0.06640
2015-03-20T20:47:33.569Z,0.00381192,262.33500
2015-03-20T20:47:00.999Z,1.00,1.00
2015-03-20T20:46:36.208Z,0.0038165,262.02000
2015-03-20T20:46:09.735Z,0.00381214,262.32000
2015-03-20T20:43:19.192Z,0.00381476,262.14000
2015-03-20T20:43:05.849Z,0.00381497,262.12500
2015-03-20T20:42:14.928Z,0.00381541,262.09500
2015-03-20T20:40:46.724Z,1.00,1.00
2015-03-20T20:40:36.059Z,1.00,1.00
2015-03-20T20:40:03.833Z,1.00,1.00
2015-03-20T20:38:16.053Z,1.00,1.00
2015-03-20T20:37:05.962Z,1.00,1.00
2015-03-20T20:35:43.182Z,0.00381694,261.99000
2015-03-20T20:34:40.988Z,0.00382102,261.71000
2015-03-20T20:34:01.153Z,0.00381112,262.39000
2015-03-20T20:33:51.281Z,0.00381119,262.38500
2015-03-20T20:32:58.881Z,1.00,1.00
2015-03-20T20:30:13.677Z,0.00380394,262.88500
2015-03-20T20:29:13.554Z,1.00,1.00
2015-03-20T20:29:09.609Z,0.00380387,262.89000
2015-03-20T20:28:52.904Z,0.00380279,262.96500
2015-03-20T20:27:50.569Z,1.00,1.00
2015-03-20T20:27:04.112Z,0.00380423,262.86500
2015-03-20T20:24:41.973Z,0.00380402,262.88000
2015-03-20T20:24:27.112Z,1.00,1.00
2015-03-20T20:24:23.556Z,0.00380409,262.87500
2015-03-20T20:24:00.932Z,1.00,1.00
2015-03-20T20:23:56.453Z,0.00380409,262.87500
2015-03-20T20:22:51.834Z,1.00,1.00
2015-03-20T20:22:04.048Z,0.00380409,262.87500
2015-03-20T20:21:13.019Z,1.00,1.00
2015-03-20T20:19:39.242Z,0.00380192,263.02500
2015-03-20T20:19:22.881Z,0.00380185,263.03000
2015-03-20T20:18:54.327Z,0.00380048,263.12500
2015-03-20T20:17:08.060Z,1.00,1.00
2015-03-20T20:16:14.401Z,0.00380221,263.00500
2015-03-20T20:15:25.443Z,1.00,1.00
2015-03-20T20:14:45.717Z,1.00,1.00
2015-03-20T20:14:29.441Z,1.00,1.00
2015-03-20T20:13:39.389Z,0.00380199,263.02000
2015-03-20T20:13:35.701Z,0.00380105,263.08500
2015-03-20T20:13:04.777Z,0.00380033,263.13500
2015-03-20T20:12:41.662Z,0.00380076,263.10500
2015-03-20T20:12:35.775Z,0.00380084,263.10000
2015-03-20T20:09:07.201Z,0.00380402,262.88000
2015-03-20T20:08:25.360Z,0.00380409,262.87500
2015-03-20T20:08:20.160Z,0.00380409,262.87500
2015-03-20T20:06:48.985Z,1.00,1.00
2015-03-20T20:06:43.150Z,1.00,1.00
2015-03-20T20:06:29.914Z,0.00380518,262.80000
2015-03-20T20:04:57.014Z,1.00,1.00
2015-03-20T20:04:09.858Z,0.00380423,262.86500
2015-03-20T20:02:37.402Z,0.00380402,262.88000
2015-03-20T20:01:45.852Z,0.00380387,262.89000
2015-03-20T20:01:22.673Z,0.00380387,262.89000
2015-03-20T20:00:53.070Z,1.00,1.00
2015-03-20T20:00:35.155Z,0.00380387,262.89000
2015-03-20T19:59:55.086Z,0.67,1.49415
2015-03-20T19:58:49.007Z,0.0038012,263.07500
2015-03-20T19:58:45.594Z,0.0038012,263.07500
2015-03-20T19:58:11.409Z,0.00380272,262.97000
2015-03-20T19:55:25.845Z,0.00380525,262.79500
2015-03-20T19:55:11.760Z,0.00380525,262.79500
2015-03-20T19:53:56.248Z,1.00,1.00
2015-03-20T19:52:55.320Z,0.00380662,262.70000
2015-03-20T19:52:09.997Z,0.00380873,262.55500
2015-03-20T19:51:19.204Z,1.00,1.00
2015-03-20T19:50:09.904Z,1.00,1.00
2015-03-20T19:48:56.202Z,1.00,1.00
2015-03-20T19:48:35.863Z,1.00,1.00
2015-03-20T19:41:05.444Z,0.00380916,262.52500
2015-03-20T19:37:09.667Z,0.00381156,262.36000
2015-03-20T19:36:51.255Z,1.00,1.00
2015-03-20T19:36:47.956Z,0.00381156,262.36000
2015-03-20T19:36:08.606Z,0.00381352,262.22500
2015-03-20T19:34:55.269Z,1.00,1.00
2015-03-20T19:33:55.648Z,0.00382139,261.68500
2015-03-20T19:33:11.197Z,0.00382563,261.39500
2015-03-20T19:32:54.477Z,0.00382563,261.39500
2015-03-20T19:32:46.150Z,1.00,1.00
2015-03-20T19:32:22.857Z,0.00383414,260.81500
2015-03-20T19:30:14.705Z,1.00,1.00
2015-03-20T19:30:04.920Z,1.00,1.00
2015-03-20T19:28:36.261Z,0.00382373,261.52500
2015-03-20T19:28:22.367Z,0.00382636,261.34500
2015-03-20T19:28:02.525Z,0.00382548,261.40500
2015-03-20T19:27:12.168Z,1.00,1.00
2015-03-20T19:25:07.973Z,0.00382402,261.50500
2015-03-20T19:24:47.707Z,1.00,1.00
2015-03-20T19:24:37.958Z,0.00382358,261.53500
2015-03-20T19:24:03.192Z,0.00382358,261.53500
2015-03-20T19:23:22.563Z,0.00382358,261.53500
2015-03-20T19:22:50.252Z,1.00,1.00
2015-03-20T19:21:58.031Z,0.00382358,261.53500
2015-03-20T19:19:26.028Z,0.00382168,261.66500
2015-03-20T19:18:54.858Z,0.00382212,261.63500
2015-03-20T19:18:06.642Z,0.00382219,261.63000
2015-03-20T19:16:29.086Z,1.00,1.00
2015-03-20T19:14:53.429Z,1.00,1.00
2015-03-20T19:14:37.619Z,0.00382022,261.76500
2015-03-20T19:14:17.191Z,0.0038211,261.70500
2015-03-20T19:13:43.347Z,0.00382592,261.37500
2015-03-20T19:13:34.811Z,0.00382592,261.37500
2015-03-20T19:13:13.055Z,0.00382592,261.37500
2015-03-20T19:12:53.513Z,0.0038301,261.09000
2015-03-20T19:12:29.590Z,0.0038279,261.24000
2015-03-20T19:10:34.012Z,1.00,1.00
2015-03-20T19:09:36.811Z,1.00,1.00
2015-03-20T19:08:31.026Z,0.00084591,1182.16475
2015-03-20T19:08:21.279Z,0.00086321,1158.46350
2015-03-20T19:07:20.264Z,1.00,1.00
2015-03-20T19:05:33.880Z,1.00,1.00
2015-03-20T18:59:27.438Z,1.00,1.00
2015-03-20T18:57:24.235Z,1.00,1.00
2015-03-20T18:55:12.261Z,1.00,1.00
2015-03-20T18:54:27.525Z,0.00384187,260.29000
2015-03-20T18:52:58.010Z,0.00384335,260.19000
2015-03-20T18:52:32.830Z,0.00384357,260.17500
2015-03-20T18:52:01.989Z,0.00384497,260.08000
2015-03-20T18:49:50.097Z,1.00,1.00
2015-03-20T18:48:44.378Z,0.00384571,260.03000
2015-03-20T18:48:12.812Z,1.00,1.00
2015-03-20T18:47:36.039Z,1.00,1.00
2015-03-20T18:44:45.235Z,1.00,1.00
2015-03-20T18:43:05.064Z,1.00,1.00
2015-03-20T18:42:18.982Z,0.00384926,259.79000
2015-03-20T18:38:15.142Z,1.00,1.00
2015-03-20T18:38:11.681Z,1.00,1.00
2015-03-20T18:36:57.436Z,1.00,1.00
2015-03-20T18:36:15.873Z,1.00,1.00
2015-03-20T18:31:48.166Z,1.00,1.00
2015-03-20T18:31:26.826Z,0.00384919,259.79500
2015-03-20T18:29:50.411Z,1.00,1.00
2015-03-20T18:28:17.330Z,1.00,1.00
2015-03-20T18:25:07.445Z,1.00,1.00
2015-03-20T18:22:39.260Z,1.00,1.00
2015-03-20T18:21:31.559Z,0.00384926,259.79000
2015-03-20T18:21:09.809Z,1.00,1.00
2015-03-20T18:19:34.706Z,1.00,1.00
2015-03-20T18:16:51.839Z,1.00,1.00
2015-03-20T18:16:18.270Z,1.00,1.00
2015-03-20T18:15:59.023Z,0.00384926,259.79000
2015-03-20T18:13:58.422Z,0.00384926,259.79000
2015-03-20T18:11:31.919Z,1.00,1.00
2015-03-20T18:11:28.289Z,1.00,1.00
2015-03-20T18:11:01.677Z,1.00,1.00
2015-03-20T18:03:28.017Z,1.00,1.00
2015-03-20T18:01:25.622Z,1.00,1.00
2015-03-20T18:00:48.452Z,1.00,1.00
2015-03-20T18:00:36.630Z,1.00,1.00
2015-03-20T17:59:08.812Z,0.00384645,259.98000
2015-03-20T17:58:46.106Z,1.00,1.00
2015-03-20T17:57:50.689Z,0.00384645,259.98000
2015-03-20T17:57:32.910Z,0.00384645,259.98000
2015-03-20T17:57:13.186Z,0.00384645,259.98000
2015-03-20T17:56:46.608Z,0.00384645,259.98000
2015-03-20T17:56:17.990Z,1.00,1.00
2015-03-20T17:54:54.972Z,1.00,1.00
2015-03-20T17:53:49.200Z,0.00384645,259.98000
2015-03-20T17:52:15.212Z,0.67,1.49825
2015-03-20T17:52:11.197Z,1.00,1.00
2015-03-20T17:52:02.668Z,1.00,1.00
2015-03-20T17:51:10.080Z,0.00384652,259.97500
2015-03-20T17:51:01.367Z,0.00384652,259.97500
2015-03-20T17:50:00.254Z,1.00,1.00
2015-03-20T17:49:13.657Z,0.00384675,259.96000
2015-03-20T17:47:59.054Z,1.00,1.00
2015-03-20T17:47:23.322Z,0.0038466,259.97000
2015-03-20T17:46:16.231Z,1.00,1.00
2015-03-20T17:45:26.605Z,1.00,1.00
2015-03-20T17:44:55.518Z,1.00,1.00
2015-03-20T17:43:53.447Z,1.00,1.00
2015-03-20T17:40:57.099Z,1.00,1.00
2015-03-20T17:39:37.272Z,1.00,1.00
2015-03-20T17:39:01.649Z,517.29,1.00
2015-03-20T17:38:59.658Z,1.00,1.00
2015-03-20T17:36:26.532Z,1.00,1.00
2015-03-20T17:35:51.856Z,0.00384615,260.00000
2015-03-20T17:33:24.781Z,0.00384652,259.97500
2015-03-20T17:32:08.222Z,0.00384652,259.97500
2015-03-20T17:31:02.503Z,1.00,1.00
2015-03-20T17:29:38.340Z,1.00,1.00
2015-03-20T17:28:19.311Z,1.00,1.00
2015-03-20T17:27:28.865Z,1.00,1.00
2015-03-20T17:25:53.796Z,1.00,1.00
2015-03-20T17:25:15.673Z,1.00,1.00
2015-03-20T17:24:59.833Z,1.00,1.00
2015-03-20T17:24:01.116Z,1.00,1.00
2015-03-20T17:23:31.389Z,1.00,1.00
2015-03-20T17:22:48.547Z,1.00,1.00
2015-03-20T17:21:52.239Z,15.02,0.06660
2015-03-20T17:21:40.022Z,1.00,1.00
2015-03-20T17:21:08.943Z,1.00,1.00
2015-03-20T17:20:00.747Z,1.00,1.00
2015-03-20T17:16:49.451Z,0.00385275,259.55500
2015-03-20T17:16:41.709Z,1.00,1.00
2015-03-20T17:15:58.032Z,1.00,1.00
2015-03-20T17:14:40.706Z,0.00385527,259.41500
2015-03-20T17:14:37.310Z,1.00,1.00
2015-03-20T17:14:33.669Z,1.00,1.00
2015-03-20T17:14:23.774Z,1.00,1.00
2015-03-20T17:14:15.366Z,1.00,1.00
2015-03-20T17:12:14.410Z,1.00,1.00
2015-03-20T17:10:24.734Z,1.00,1.00
2015-03-20T17:07:06.309Z,1.00,1.00
2015-03-20T17:06:57.918Z,1.00,1.00
2015-03-20T17:06:15.154Z,1.00,1.00
2015-03-20T17:05:09.148Z,0.92,1.08460
2015-03-20T17:03:55.762Z,0.92,1.08455
2015-03-20T17:03:10.471Z,1.00,1.00
2015-03-20T17:03:02.830Z,1.00,1.00
2015-03-20T17:01:57.837Z,1.00,1.00
2015-03-20T16:59:18.968Z,0.00384076,260.36500
2015-03-20T16:59:14.982Z,0.00384084,260.36000
2015-03-20T16:59:05.523Z,1.00,1.00
2015-03-20T16:58:41.678Z,1.00,1.00
2015-03-20T16:58:37.187Z,0.00384601,260.01000
2015-03-20T16:57:43.563Z,0.00384645,259.98000
2015-03-20T16:56:56.146Z,1.00,1.00
2015-03-20T16:56:28.686Z,1.00,1.00
2015-03-20T16:54:52.855Z,1.00,1.00
2015-03-20T16:53:45.885Z,1.00,1.00
2015-03-20T16:52:39.971Z,0.00384312,260.20500
2015-03-20T16:51:17.957Z,1.00,1.00
2015-03-20T16:49:44.115Z,1.00,1.00
2015-03-20T16:49:32.236Z,1.00,1.00
2015-03-20T16:49:12.759Z,1.00,1.00
2015-03-20T16:48:53.121Z,1.00,1.00
2015-03-20T16:48:05.858Z,1.00,1.00
2015-03-20T16:47:41.875Z,1.00,1.00
2015-03-20T16:46:49.742Z,0.00383391,260.83000
2015-03-20T16:46:07.748Z,1.00,1.00
2015-03-20T16:45:11.535Z,1.00,1.00
2015-03-20T16:44:34.850Z,1.00,1.00
2015-03-20T16:43:14.901Z,1.00,1.00
2015-03-20T16:43:03.061Z,1.00,1.00
2015-03-20T16:42:52.300Z,1.00,1.00
2015-03-20T16:41:26.076Z,1.00,1.00
2015-03-20T16:41:16.546Z,1.00,1.00
2015-03-20T16:41:04.058Z,1.00,1.00
2015-03-20T16:39:35.310Z,1.00,1.00
2015-03-20T16:39:21.789Z,0.00384157,260.31000
2015-03-20T16:39:10.621Z,1.00,1.00
2015-03-20T16:38:15.866Z,1.00,1.00
2015-03-20T16:36:57.559Z,1.00,1.00
2015-03-20T16:35:52.401Z,0.05829544,17.15400
2015-03-20T16:35:08.235Z,0.00084444,1184.21450
2015-03-20T16:35:04.228Z,1.00,1.00
2015-03-20T16:33:58.914Z,1.00,1.00
2015-03-20T16:33:03.445Z,0.00384187,260.29000
2015-03-20T16:32:21.129Z,1.00,1.00
2015-03-20T16:32:04.207Z,1.00,1.00
2015-03-20T16:31:53.430Z,0.00384342,260.18500
2015-03-20T16:31:49.621Z,1.00,1.00
2015-03-20T16:31:33.880Z,1.00,1.00
2015-03-20T16:31:18.022Z,1.00,1.00
2015-03-20T16:31:08.796Z,1.00,1.00
2015-03-20T16:29:50.753Z,1.00,1.00
2015-03-20T16:29:46.587Z,1.00,1.00
2015-03-20T16:28:19.738Z,0.0038449,260.08500
2015-03-20T16:27:55.693Z,1.00,1.00
2015-03-20T16:27:42.575Z,0.00384364,260.17000
2015-03-20T16:27:31.181Z,1.00,1.00
2015-03-20T16:27:22.993Z,1.00,1.00
2015-03-20T16:27:13.659Z,1.00,1.00
2015-03-20T16:26:52.502Z,1.00,1.00
2015-03-20T16:26:23.117Z,1.00,1.00
2015-03-20T16:25:27.707Z,1.00,1.00
2015-03-20T16:25:00.717Z,1.00,1.00
2015-03-20T16:23:40.274Z,1.00,1.00
2015-03-20T16:23:19.009Z,1.00,1.00
2015-03-20T16:20:24.386Z,1.00,1.00
2015-03-20T16:20:04.615Z,1.00,1.00
2015-03-20T16:19:32.973Z,0.00384749,259.91000
2015-03-20T16:18:52.930Z,1.00,1.00
2015-03-20T16:17:28.942Z,1.00,1.00
2015-03-20T16:16:36.078Z,1.00,1.00
2015-03-20T16:16:13.415Z,1.00,1.00
2015-03-20T16:15:25.155Z,0.0038584,259.17500
2015-03-20T16:14:59.229Z,1.00,1.00
2015-03-20T16:14:50.648Z,1.00,1.00
2015-03-20T16:13:36.494Z,1.00,1.00
2015-03-20T16:12:41.943Z,1.00,1.00
2015-03-20T16:11:41.245Z,1.00,1.00
2015-03-20T16:11:38.034Z,1.00,1.00
2015-03-20T16:09:31.533Z,1.00,1.00
2015-03-20T16:07:46.903Z,1.00,1.00
2015-03-20T16:07:37.997Z,1.00,1.00
2015-03-20T16:06:04.161Z,1.00,1.00
2015-03-20T16:04:18.550Z,1.00,1.00
2015-03-20T16:04:15.449Z,1.00,1.00
2015-03-20T16:03:30.734Z,1.00,1.00
2015-03-20T16:01:35.450Z,1.00,1.00
2015-03-20T16:00:21.656Z,1.00,1.00
2015-03-20T15:59:53.934Z,1.00,1.00
2015-03-20T15:59:26.615Z,1.00,1.00
2015-03-20T15:59:09.708Z,1.00,1.00
2015-03-20T15:59:06.118Z,1.00,1.00
2015-03-20T15:59:02.009Z,0.93,1.07910
2015-03-20T15:58:54.034Z,1.00,1.00
2015-03-20T15:58:22.918Z,0.00382797,261.23500
2015-03-20T15:58:07.764Z,0.00382797,261.23500
2015-03-20T15:56:46.837Z,0.93,1.07795
2015-03-20T15:56:14.818Z,1.00,1.00
2015-03-20T15:54:50.395Z,1.00,1.00
2015-03-20T15:54:37.618Z,1.00,1.00
2015-03-20T15:53:00.524Z,1.00,1.00
2015-03-20T15:52:05.795Z,1.00,1.00
2015-03-20T15:50:14.870Z,1.00,1.00
2015-03-20T15:48:12.901Z,1.00,1.00
2015-03-20T15:48:09.583Z,1.00,1.00
2015-03-20T15:47:21.046Z,1.00,1.00
2015-03-20T15:45:15.357Z,0.00380757,262.63500
2015-03-20T15:44:42.964Z,0.00380757,262.63500
2015-03-20T15:44:29.134Z,1.00,1.00
2015-03-20T15:40:50.128Z,1.00,1.00
2015-03-20T15:40:06.869Z,1.00,1.00
2015-03-20T15:39:44.753Z,1.00,1.00
2015-03-20T15:39:06.088Z,1.00,1.00
2015-03-20T15:36:57.636Z,1.00,1.00
2015-03-20T15:32:40.470Z,1.00,1.00
2015-03-20T15:32:36.555Z,1.00,1.00
2015-03-20T15:32:23.413Z,0.00380923,262.52000
2015-03-20T15:29:50.305Z,1.00,1.00
2015-03-20T15:29:02.302Z,1.00,1.00
2015-03-20T15:27:50.346Z,1.00,1.00
2015-03-20T15:27:17.282Z,1.00,1.00
2015-03-20T15:26:12.161Z,1.00,1.00
2015-03-20T15:25:54.966Z,0.00380996,262.47000
2015-03-20T15:24:41.353Z,1.00,1.00
2015-03-20T15:23:38.592Z,1.00,1.00
2015-03-20T15:23:17.769Z,0.00381352,262.22500
2015-03-20T15:22:00.679Z,1.00,1.00
2015-03-20T15:13:50.874Z,1.00,1.00
2015-03-20T15:12:30.763Z,1.00,1.00
2015-03-20T15:11:49.587Z,0.00381214,262.32000
2015-03-20T15:11:41.325Z,1.00,1.00
2015-03-20T15:11:01.221Z,1.00,1.00
2015-03-20T15:10:31.478Z,1.00,1.00
2015-03-20T15:09:22.605Z,0.00380836,262.58000
2015-03-20T15:07:43.965Z,1.00,1.00
2015-03-20T15:07:19.562Z,0.00380633,262.72000
2015-03-20T15:05:38.744Z,1.00,1.00
2015-03-20T15:04:19.231Z,1.00,1.00
2015-03-20T15:01:03.631Z,1.00,1.00
2015-03-20T15:00:06.583Z,1.00,1.00
2015-03-20T14:54:28.504Z,1.00,1.00
2015-03-20T14:54:03.591Z,0.00381934,261.82500
2015-03-20T14:52:43.079Z,1.00,1.00
2015-03-20T14:52:27.791Z,1.00,1.00
2015-03-20T14:51:31.255Z,1.00,1.00
2015-03-20T14:49:56.577Z,1.00,1.00
2015-03-20T14:49:33.063Z,1.00,1.00
2015-03-20T14:49:29.638Z,1.00,1.00
2015-03-20T14:48:32.718Z,1.00,1.00
2015-03-20T14:48:22.618Z,1.00,1.00
2015-03-20T14:47:15.083Z,1.00,1.00
2015-03-20T14:45:33.441Z,1.00,1.00
2015-03-20T14:45:29.617Z,1.00,1.00
2015-03-20T14:42:55.918Z,1.00,1.00
2015-03-20T14:40:36.987Z,1.00,1.00
2015-03-20T14:39:44.137Z,0.00382212,261.63500
2015-03-20T14:39:15.981Z,0.00084591,1182.16475
2015-03-20T14:38:18.895Z,1.00,1.00
2015-03-20T14:35:43.599Z,0.00084619,1181.76475
2015-03-20T14:33:50.124Z,1.00,1.00
2015-03-20T14:33:46.962Z,1.00,1.00
2015-03-20T14:33:35.046Z,1.00,1.00
2015-03-20T14:27:46.708Z,0.00084648,1181.36475
2015-03-20T14:26:07.992Z,1.00,1.00
2015-03-20T14:26:03.893Z,0.00383156,260.99000
2015-03-20T14:26:00.463Z,1.00,1.00
2015-03-20T14:23:27.350Z,1.00,1.00
2015-03-20T14:23:17.502Z,1.00,1.00
2015-03-20T14:19:39.562Z,0.00084651,1181.31450
2015-03-20T14:19:29.915Z,1.00,1.00
2015-03-20T14:17:09.729Z,1.00,1.00
2015-03-20T14:17:06.310Z,0.00383487,260.76500
